race_id,date,venue,race_number,formation,first_numbers,second_numbers,third_numbers,decision,ticket_count,estimated_hit_rate,confidence,actual_hit,hit_ticket,stake_units,return_units,profit_units,first_back_max,first_chigire_max,first_p1_max,time_band,field_size,race_class_scope,prediction_gate_profile
20251220-81-03,2025-12-20,小倉,3,124-14-1457,124,14,1457,BUY,10,0.146431411887,B,False,6-1-4,10.0,0.0,-10.0,8.0,0.3453,0.320349961168,day,7,non_s,line_break_back_chigire_all
20251220-81-08,2025-12-20,小倉,8,127-17-1347,127,17,1347,BUY,10,0.147356660671,B,True,1-7-3,10.0,13.1,3.0999999999999996,9.0,0.2605,0.283168303851,day,7,non_s,line_break_back_chigire_all
20251221-31-05,2025-12-21,松戸,5,124-12-1235,124,12,1235,BUY,10,0.150736528297,B,False,1-4-3,10.0,0.0,-10.0,14.0,0.3265,0.338619554166,day,7,non_s,line_break_back_chigire_all
20251221-31-06,2025-12-21,松戸,6,124-12-1235,124,12,1235,BUY,10,0.154418650857,B,False,2-3-5,10.0,0.0,-10.0,19.0,0.3558,0.291459542583,day,7,non_s,line_break_back_chigire_all
20251221-31-07,2025-12-21,松戸,7,125-12-1234,125,12,1234,BUY,10,0.140661285269,B,True,2-1-4,10.0,8.0,-2.0,14.0,0.4253,0.292310526975,day,7,non_s,line_break_back_chigire_all
20251221-31-08,2025-12-21,松戸,8,123-12-1234,123,12,1234,BUY,8,0.157908788889,B,False,1-2-6,8.0,0.0,-8.0,21.0,0.434,0.437902847639,day,7,non_s,line_break_back_chigire_all
20251221-36-03,2025-12-21,小田原,3,157-17-1347,157,17,1347,BUY,10,0.152621602388,B,True,1-7-3,10.0,5.3,-4.7,15.0,0.2483,0.250797999492,day,7,non_s,line_break_back_chigire_all
20251221-38-04,2025-12-21,静岡,4,157-57-3457,157,57,3457,BUY,10,0.141738837554,B,False,7-1-5,10.0,0.0,-10.0,19.0,0.3785,0.358275761416,day,7,non_s,line_break_back_chigire_all
20251221-55-01,2025-12-21,和歌山,1,125-15-1256,125,15,1256,BUY,8,0.163610783613,B,True,1-5-6,8.0,30.4,22.4,15.0,0.4878,0.266652353292,day,6,non_s,line_break_back_chigire_all
20251221-84-05,2025-12-21,武雄,5,124-12-1235,124,12,1235,BUY,10,0.141548431703,B,False,1-2-6,10.0,0.0,-10.0,12.0,0.5403,0.306449290405,day,7,non_s,line_break_back_chigire_all
20251222-31-09,2025-12-22,松戸,9,124-12-1235,124,12,1235,BUY,10,0.150407093974,B,False,4-1-6,10.0,0.0,-10.0,14.0,0.3055,0.271163939719,day,7,non_s,line_break_back_chigire_all
20251222-38-09,2025-12-22,静岡,9,345-25-2345,345,25,2345,BUY,10,0.141663864182,B,True,4-2-5,10.0,38.0,28.0,10.0,0.3733,0.275087417205,day,7,s,line_break_back_chigire_all
20251222-55-01,2025-12-22,和歌山,1,146-46-1246,146,46,1246,BUY,8,0.149699658745,B,False,1-2-4,8.0,0.0,-8.0,15.0,0.5403,0.269163435408,day,6,non_s,line_break_back_chigire_all
20251222-86-01,2025-12-22,別府,1,147-27-1247,147,27,1247,BUY,10,0.187027580335,A,False,7-1-4,10.0,0.0,-10.0,13.0,0.3453,0.252542359297,day,7,non_s,line_break_back_chigire_all
20251222-86-06,2025-12-22,別府,6,125-15-1357,125,15,1357,BUY,10,0.140422301158,B,False,3-5-4,10.0,0.0,-10.0,12.0,0.257,0.317997687733,day,7,non_s,line_break_back_chigire_all
20251223-48-03,2025-12-23,四日市,3,257-25-1235,257,25,1235,BUY,10,0.144033879021,B,False,5-3-1,10.0,0.0,-10.0,8.0,0.4445,0.255519090239,day,7,non_s,line_break_back_chigire_all
20251223-48-06,2025-12-23,四日市,6,145-15-1235,145,15,1235,BUY,10,0.23506673951,A,False,3-1-4,10.0,0.0,-10.0,13.0,0.5695,0.284763335481,day,5,s,line_break_back_chigire_all
20251223-86-01,2025-12-23,別府,1,236-23-1234,236,23,1234,BUY,10,0.146290966903,B,False,3-6-4,10.0,0.0,-10.0,8.0,0.4357,0.296617511084,day,6,non_s,line_break_back_chigire_all
20251223-86-02,2025-12-23,別府,2,123-23-1235,123,23,1235,BUY,8,0.147543627273,B,True,1-2-5,8.0,33.1,25.1,10.0,0.434,0.28006498821,day,7,non_s,line_break_back_chigire_all
20251224-23-02,2025-12-24,取手,2,345-34-2347,345,34,2347,BUY,10,0.15333930927,B,False,4-2-6,10.0,0.0,-10.0,14.0,0.3317,0.297386467106,day,7,non_s,line_break_back_chigire_all
20251224-23-07,2025-12-24,取手,7,157-17-1457,157,17,1457,BUY,8,0.13973658079,B,False,7-4-2,8.0,0.0,-8.0,18.0,0.3838,0.267151070346,day,7,non_s,line_break_back_chigire_all
20251224-36-04,2025-12-24,小田原,4,147-14-1345,147,14,1345,BUY,10,0.160710026021,B,True,1-4-5,10.0,11.1,1.0999999999999996,13.0,0.3505,0.310337852699,day,7,non_s,line_break_back_chigire_all
20251224-36-09,2025-12-24,小田原,9,157-17-1347,157,17,1347,BUY,10,0.140111524798,B,False,5-3-7,10.0,0.0,-10.0,19.0,0.5105,0.265870766068,day,7,s,line_break_back_chigire_all
20251224-42-02,2025-12-24,名古屋,2,123-12-1234,123,12,1234,BUY,8,0.144640343205,B,True,1-2-4,8.0,44.5,36.5,19.0,0.2553,0.325354398544,day,7,non_s,line_break_back_chigire_all
20251224-42-03,2025-12-24,名古屋,3,125-12-1234,125,12,1234,BUY,10,0.139786044408,B,True,1-2-3,10.0,2.4,-7.6,8.0,0.3488,0.328166058769,day,7,non_s,line_break_back_chigire_all
20251224-42-04,2025-12-24,名古屋,4,125-12-1234,125,12,1234,BUY,10,0.160804237502,B,True,1-2-4,10.0,2.0,-8.0,14.0,0.3523,0.326330160107,day,7,non_s,line_break_back_chigire_all
20251224-45-02,2025-12-24,豊橋,2,135-35-3456,135,35,3456,BUY,10,0.167337008708,B,False,3-6-5,10.0,0.0,-10.0,10.0,0.507,0.279895153482,day,6,non_s,line_break_back_chigire_all
20251224-45-05,2025-12-24,豊橋,5,124-14-1247,124,14,1247,BUY,8,0.163642384028,B,False,4-1-3,8.0,0.0,-8.0,11.0,0.3942,0.471037273039,day,7,non_s,line_break_back_chigire_all
20251224-48-01,2025-12-24,四日市,1,123-12-1235,123,12,1235,BUY,8,0.201243400671,A,False,3-5-2,8.0,0.0,-8.0,13.0,0.4025,0.263043504094,day,5,non_s,line_break_back_chigire_all
20251224-48-02,2025-12-24,四日市,2,136-36-2356,136,36,2356,BUY,10,0.158578673421,B,False,5-6-2,10.0,0.0,-10.0,17.0,0.4655,0.30068662074,day,6,non_s,line_break_back_chigire_all
20251224-48-05,2025-12-24,四日市,5,235-25-2345,235,25,2345,BUY,8,0.215320660351,A,False,4-5-1,8.0,0.0,-8.0,14.0,0.3698,0.277310688642,day,5,s,line_break_back_chigire_all
20251224-48-06,2025-12-24,四日市,6,146-46-2456,146,46,2456,BUY,10,0.182857522003,A,False,4-2-6,10.0,0.0,-10.0,13.0,0.6355,0.305464500199,day,6,s,line_break_back_chigire_all
20251224-73-05,2025-12-24,小松島,5,124-12-1235,124,12,1235,BUY,10,0.145656943178,B,True,1-2-5,10.0,3.6,-6.4,15.0,0.4755,0.383722373958,day,7,non_s,line_break_back_chigire_all
20251224-81-07,2025-12-24,小倉,7,125-12-1234,125,12,1234,BUY,10,0.148977559201,B,False,1-2-6,10.0,0.0,-10.0,8.0,0.385,0.461835111934,day,7,non_s,line_break_back_chigire_all
20251224-86-02,2025-12-24,別府,2,257-27-2357,257,27,2357,BUY,8,0.14211461108,B,False,2-7-4,8.0,0.0,-8.0,12.0,0.476,0.288122821606,day,7,non_s,line_break_back_chigire_all
20251225-23-01,2025-12-25,取手,1,145-15-1235,145,15,1235,BUY,10,0.229073069577,A,False,5-3-4,10.0,0.0,-10.0,15.0,0.4532,0.350566849018,day,5,non_s,line_break_back_chigire_all
20251225-23-09,2025-12-25,取手,9,127-17-1457,127,17,1457,BUY,10,0.145400179778,B,False,1-4-7,10.0,0.0,-10.0,23.0,0.3872,0.30179459117,day,7,non_s,line_break_back_chigire_all
20251225-36-07,2025-12-25,小田原,7,157-57-1457,157,57,1457,BUY,8,0.149953371549,B,False,7-1-5,8.0,0.0,-8.0,9.0,0.3995,0.286746971574,day,7,s,line_break_back_chigire_all
20251225-45-02,2025-12-25,豊橋,2,345-45-1245,345,45,1245,BUY,10,0.221417219032,A,False,1-4-5,10.0,0.0,-10.0,19.0,0.4965,0.28699964443,day,5,non_s,line_break_back_chigire_all
20251225-53-11,2025-12-25,奈良,11,145-15-1235,145,15,1235,BUY,10,0.157184473869,B,True,1-5-2,10.0,7.8,-2.2,16.0,0.3925,0.360456895332,day,7,s,line_break_back_chigire_all
20251225-63-03,2025-12-25,防府,3,145-15-1457,145,15,1457,BUY,8,0.159117624359,B,False,1-3-5,8.0,0.0,-8.0,10.0,0.4135,0.325594751544,day,7,non_s,line_break_back_chigire_all
20251225-73-07,2025-12-25,小松島,7,126-16-1346,126,16,1346,BUY,10,0.164586282751,B,True,1-6-4,10.0,6.1,-3.9000000000000004,17.0,0.2535,0.269769779256,day,7,non_s,line_break_back_chigire_all
20251225-81-07,2025-12-25,小倉,7,125-12-1234,125,12,1234,BUY,10,0.161606280097,B,False,1-3-4,10.0,0.0,-10.0,11.0,0.3107,0.420146821902,day,7,non_s,line_break_back_chigire_all
20251225-83-01,2025-12-25,久留米,1,235-25-1235,235,25,1235,BUY,8,0.159816184502,B,False,2-5-4,8.0,0.0,-8.0,14.0,0.444,0.377080768513,day,6,non_s,line_break_back_chigire_all
20251225-83-03,2025-12-25,久留米,3,257-24-2457,257,24,2457,BUY,10,0.14049579119,B,False,4-7-1,10.0,0.0,-10.0,17.0,0.2168,0.350583381382,day,7,non_s,line_break_back_chigire_all
20251225-83-04,2025-12-25,久留米,4,123-13-1235,123,13,1235,BUY,8,0.139035584423,B,False,1-7-5,8.0,0.0,-8.0,11.0,0.2553,0.401111590678,day,7,non_s,line_break_back_chigire_all
20251226-23-08,2025-12-26,取手,8,145-15-1345,145,15,1345,BUY,8,0.151046012876,B,False,4-7-1,8.0,0.0,-8.0,23.0,0.4012,0.314744570537,day,7,non_s,line_break_back_chigire_all
20251226-73-04,2025-12-26,小松島,4,123-12-1245,123,12,1245,BUY,10,0.139228282341,B,False,5-3-1,10.0,0.0,-10.0,13.0,0.3073,0.319137539908,day,7,non_s,line_break_back_chigire_all
20251226-83-01,2025-12-26,久留米,1,234-34-2345,234,34,2345,BUY,8,0.242842018406,A,False,3-4-1,8.0,0.0,-8.0,8.0,0.538,0.340891582302,day,5,non_s,line_break_back_chigire_all
20251226-83-02,2025-12-26,久留米,2,345-35-2345,345,35,2345,BUY,8,0.155680200815,B,True,5-3-4,8.0,5.7,-2.3,19.0,0.3453,0.402515385182,day,6,non_s,line_break_back_chigire_all
20251226-84-06,2025-12-26,武雄,6,457-47-2347,457,47,2347,BUY,10,0.141916925144,B,False,7-2-3,10.0,0.0,-10.0,14.0,0.462,0.359865762399,day,7,non_s,line_break_back_chigire_all
20251227-25-01,2025-12-27,大宮,1,134-14-1247,134,14,1247,BUY,10,0.157347457014,B,False,7-3-1,10.0,0.0,-10.0,11.0,0.493,0.292067124905,day,7,non_s,line_break_back_chigire_all
20251227-25-03,2025-12-27,大宮,3,235-23-2347,235,23,2347,BUY,10,0.150947102364,B,False,3-7-4,10.0,0.0,-10.0,16.0,0.368,0.267535696125,day,7,non_s,line_break_back_chigire_all
20251227-43-01,2025-12-27,岐阜,1,234-24-2457,234,24,2457,BUY,10,0.150064063717,B,False,2-4-6,10.0,0.0,-10.0,19.0,0.2622,0.273626283523,day,7,non_s,line_break_back_chigire_all
20251227-43-08,2025-12-27,岐阜,8,135-15-1357,135,15,1357,BUY,8,0.15570750609,B,False,3-1-4,8.0,0.0,-8.0,9.0,0.3838,0.312345626121,day,7,non_s,line_break_back_chigire_all
20251227-43-10,2025-12-27,岐阜,10,124-24-1245,124,24,1245,BUY,8,0.160080394004,B,False,4-5-2,8.0,0.0,-8.0,23.0,0.3942,0.338671323455,day,7,non_s,line_break_back_chigire_all
20251227-47-06,2025-12-27,松阪,6,123-12-1246,123,12,1246,BUY,10,0.152683939406,B,False,1-2-3,10.0,0.0,-10.0,14.0,0.4083,0.281093178293,day,7,non_s,line_break_back_chigire_all
20251227-47-07,2025-12-27,松阪,7,125-15-1235,125,15,1235,BUY,8,0.138010505542,B,False,5-1-4,8.0,0.0,-8.0,20.0,0.3768,0.285514704374,day,7,non_s,line_break_back_chigire_all
20251227-63-07,2025-12-27,防府,7,235-25-2357,235,25,2357,BUY,8,0.143507331492,B,False,2-5-4,8.0,0.0,-8.0,17.0,0.3785,0.298145271642,day,7,s,line_break_back_chigire_all
20251227-84-01,2025-12-27,武雄,1,245-45-1345,245,45,1345,BUY,10,0.271546322194,A,False,1-3-4,10.0,0.0,-10.0,11.0,0.5228,0.277679340109,day,5,non_s,line_break_back_chigire_all
20251227-84-02,2025-12-27,武雄,2,123-23-1235,123,23,1235,BUY,8,0.154352916954,B,False,4-1-5,8.0,0.0,-8.0,20.0,0.549,0.290323525916,day,6,non_s,line_break_back_chigire_all
20251227-84-03,2025-12-27,武雄,3,357-37-1347,357,37,1347,BUY,10,0.142610842103,B,False,2-1-5,10.0,0.0,-10.0,11.0,0.5385,0.284131529723,day,7,non_s,line_break_back_chigire_all
20251228-25-04,2025-12-28,大宮,4,137-17-1457,137,17,1457,BUY,10,0.158297509826,B,False,1-4-2,10.0,0.0,-10.0,16.0,0.514,0.27403814811,day,7,non_s,line_break_back_chigire_all
20251228-28-04,2025-12-28,立川,4,134-47-1347,134,47,1347,BUY,10,0.143650629425,B,False,3-1-7,10.0,0.0,-10.0,8.0,0.2933,0.346565783219,day,7,non_s,line_break_back_chigire_all
20251228-43-02,2025-12-28,岐阜,2,236-36-2356,236,36,2356,BUY,8,0.144455786225,B,True,6-3-2,8.0,2.3,-5.7,13.0,0.3387,0.303554800129,day,6,non_s,line_break_back_chigire_all
20251228-61-01,2025-12-28,玉野,1,134-13-1357,134,13,1357,BUY,10,0.140708944592,B,False,1-4-7,10.0,0.0,-10.0,16.0,0.3107,0.262452942762,day,7,non_s,line_break_back_chigire_all
20251228-84-02,2025-12-28,武雄,2,134-14-1245,134,14,1245,BUY,10,0.172218239914,B,True,1-4-2,10.0,7.6,-2.4000000000000004,11.0,0.5228,0.293642062518,day,6,non_s,line_break_back_chigire_all
20251228-84-03,2025-12-28,武雄,3,134-13-1356,134,13,1356,BUY,10,0.217720411779,A,False,3-6-1,10.0,0.0,-10.0,28.0,0.455,0.318866435601,day,6,non_s,line_break_back_chigire_all
20251229-28-08,2025-12-29,立川,8,124-12-1247,124,12,1247,BUY,8,0.140969427738,B,False,4-6-3,8.0,0.0,-8.0,9.0,0.4427,0.286448194839,day,7,non_s,line_break_back_chigire_all
20251229-28-10,2025-12-29,立川,10,124-14-1347,124,14,1347,BUY,10,0.146690348132,B,True,1-4-3,10.0,23.7,13.7,8.0,0.264,0.315400162107,day,7,non_s,line_break_back_chigire_all
20251229-43-02,2025-12-29,岐阜,2,145-15-1345,145,15,1345,BUY,8,0.214722880442,A,False,1-4-3,8.0,0.0,-8.0,19.0,0.5397,0.364495715054,day,5,non_s,line_break_back_chigire_all
20251229-43-04,2025-12-29,岐阜,4,146-14-1246,146,14,1246,BUY,8,0.146701703178,B,False,1-4-5,8.0,0.0,-8.0,8.0,0.5415,0.361381993146,day,6,non_s,line_break_back_chigire_all
20251229-61-03,2025-12-29,玉野,3,136-16-1346,136,16,1346,BUY,8,0.13802594432,B,True,6-1-4,8.0,2.7,-5.3,20.0,0.3733,0.285635381841,day,6,non_s,line_break_back_chigire_all
20251230-27-02,2025-12-30,京王閣,2,123-12-1246,123,12,1246,BUY,10,0.149465875694,B,True,3-2-1,10.0,24.5,14.5,15.0,0.295,0.395237647336,day,7,non_s,line_break_back_chigire_all
20251230-27-05,2025-12-30,京王閣,5,134-14-1245,134,14,1245,BUY,10,0.139585232841,B,False,4-3-1,10.0,0.0,-10.0,17.0,0.2933,0.27022922733,day,7,non_s,line_break_back_chigire_all
20251230-27-06,2025-12-30,京王閣,6,124-12-1235,124,12,1235,BUY,10,0.141699338584,B,True,2-1-5,10.0,13.1,3.0999999999999996,20.0,0.41,0.273618944688,day,7,non_s,line_break_back_chigire_all
20251230-27-07,2025-12-30,京王閣,7,123-12-1234,123,12,1234,BUY,8,0.141168741593,B,False,4-5-1,8.0,0.0,-8.0,20.0,0.399,0.369975620486,day,7,non_s,line_break_back_chigire_all
20251230-28-05,2025-12-30,立川,5,245-24-1234,245,24,1234,BUY,10,0.190694317953,A,False,4-1-6,10.0,0.0,-10.0,9.0,0.4598,0.363804516585,day,6,non_s,line_break_back_chigire_all
20251230-81-04,2025-12-30,小倉,4,145-15-1345,145,15,1345,BUY,8,0.139879354439,B,False,5-1-7,8.0,0.0,-8.0,10.0,0.389,0.353646011746,day,7,non_s,line_break_back_chigire_all
20251230-81-06,2025-12-30,小倉,6,145-45-2345,145,45,2345,BUY,10,0.161030303828,B,True,1-4-5,10.0,54.4,44.4,9.0,0.4913,0.270588080727,day,6,s,line_break_back_chigire_all
20251230-83-07,2025-12-30,久留米,7,124-12-1234,124,12,1234,BUY,8,0.156043474965,B,True,4-2-3,8.0,36.2,28.200000000000003,9.0,0.3523,0.340058949087,day,7,non_s,line_break_back_chigire_all
20251230-86-01,2025-12-30,別府,1,247-27-1247,247,27,1247,BUY,8,0.15451615255,B,False,7-2-5,8.0,0.0,-8.0,17.0,0.3645,0.308577853223,day,7,non_s,line_break_back_chigire_all
20251231-27-03,2025-12-31,京王閣,3,124-12-1235,124,12,1235,BUY,10,0.16665636682,B,True,2-1-5,10.0,3.4,-6.6,15.0,0.2413,0.364100187735,day,7,non_s,line_break_back_chigire_all
20251231-47-08,2025-12-31,松阪,8,147-47-2457,147,47,2457,BUY,10,0.171970063556,B,False,4-1-2,10.0,0.0,-10.0,18.0,0.4047,0.29256201962,day,7,non_s,line_break_back_chigire_all
20251231-56-03,2025-12-31,岸和田,3,147-47-3457,147,47,3457,BUY,10,0.147244477972,B,False,1-4-6,10.0,0.0,-10.0,13.0,0.309,0.378194222152,day,7,non_s,line_break_back_chigire_all
20251231-81-06,2025-12-31,小倉,6,235-23-2345,235,23,2345,BUY,8,0.196338611963,A,False,2-5-4,8.0,0.0,-8.0,9.0,0.5923,0.26340249172,day,5,s,line_break_back_chigire_all
20251231-83-03,2025-12-31,久留米,3,123-13-1234,123,13,1234,BUY,8,0.14673295713,B,False,7-4-2,8.0,0.0,-8.0,16.0,0.5403,0.375332480972,day,7,non_s,line_break_back_chigire_all
20260201-37-01,2026-02-01,伊東,1,125-12-1235,125,12,1235,BUY,8,0.18505946528,A,False,2-3-6,8.0,0.0,-8.0,10.0,0.34,0.398815916428,night,6,non_s,line_break_back_chigire_all
20260201-37-07,2026-02-01,伊東,7,123-12-1245,123,12,1245,BUY,10,0.147833883508,B,False,2-7-1,10.0,0.0,-10.0,10.0,0.316,0.424969738847,midnight,7,non_s,line_break_back_chigire_all
20260201-43-05,2026-02-01,岐阜,5,124-12-1235,124,12,1235,BUY,10,0.175351416948,B,False,1-5-2,10.0,0.0,-10.0,13.0,0.3488,0.426117676362,midnight,7,non_s,line_break_back_chigire_all
20260201-43-07,2026-02-01,岐阜,7,123-23-1235,123,23,1235,BUY,8,0.200141258783,A,False,1-5-3,8.0,0.0,-8.0,20.0,0.3593,0.629195118739,midnight,7,non_s,line_break_back_chigire_all
20260201-83-06,2026-02-01,久留米,6,124-12-1235,124,12,1235,BUY,10,0.143866536078,B,False,1-2-4,10.0,0.0,-10.0,10.0,0.3213,0.419961046143,midnight,7,non_s,line_break_back_chigire_all
20260202-37-04,2026-02-02,伊東,4,123-12-1235,123,12,1235,BUY,8,0.143072139014,B,False,3-6-1,8.0,0.0,-8.0,14.0,0.4235,0.328150505709,night,7,non_s,line_break_back_chigire_all
20260202-37-05,2026-02-02,伊東,5,123-12-1234,123,12,1234,BUY,8,0.150281744342,B,False,2-1-6,8.0,0.0,-8.0,13.0,0.2133,0.39753868173,midnight,7,non_s,line_break_back_chigire_all
20260202-37-07,2026-02-02,伊東,7,123-23-1234,123,23,1234,BUY,8,0.14833205517,B,False,2-1-7,8.0,0.0,-8.0,10.0,0.2553,0.370030028254,midnight,7,non_s,line_break_back_chigire_all
20260202-38-09,2026-02-02,静岡,9,245-24-2457,245,24,2457,BUY,8,0.141307429726,B,False,2-4-3,8.0,0.0,-8.0,8.0,0.3073,0.358251442537,night,7,non_s,line_break_back_chigire_all
20260202-43-01,2026-02-02,岐阜,1,123-12-1234,123,12,1234,BUY,8,0.230365787085,A,False,3-1-5,8.0,0.0,-8.0,13.0,0.6022,0.339310049474,night,5,non_s,line_break_back_chigire_all
20260202-43-06,2026-02-02,岐阜,6,123-23-1234,123,23,1234,BUY,8,0.15133566574,B,False,1-2-6,8.0,0.0,-8.0,14.0,0.2238,0.44637391742,midnight,7,non_s,line_break_back_chigire_all
20260202-44-01,2026-02-02,大垣,1,124-24-2345,124,24,2345,BUY,10,0.214503465122,A,False,4-2-1,10.0,0.0,-10.0,8.0,0.2518,0.325404375637,day,6,non_s,line_break_back_chigire_all
20260202-83-07,2026-02-02,久留米,7,124-12-1235,124,12,1235,BUY,10,0.139039069721,B,False,2-4-1,10.0,0.0,-10.0,16.0,0.2325,0.389353017999,midnight,7,non_s,line_break_back_chigire_all
20260203-27-01,2026-02-03,京王閣,1,235-25-2357,235,25,2357,BUY,8,0.156219299292,B,True,5-2-7,8.0,4.5,-3.5,14.0,0.316,0.267583051617,day,7,non_s,line_break_back_chigire_all
20260203-27-02,2026-02-03,京王閣,2,457-47-1457,457,47,1457,BUY,8,0.138667070385,B,False,5-7-3,8.0,0.0,-8.0,12.0,0.4755,0.295812062897,day,7,non_s,line_break_back_chigire_all
20260203-27-04,2026-02-03,京王閣,4,127-27-2357,127,27,2357,BUY,10,0.139290691493,B,True,2-7-5,10.0,15.5,5.5,8.0,0.347,0.360342713893,day,7,non_s,line_break_back_chigire_all
20260203-27-08,2026-02-03,京王閣,8,125-12-1247,125,12,1247,BUY,10,0.141503332017,B,False,2-3-6,10.0,0.0,-10.0,15.0,0.3785,0.27836488563,day,7,s,line_break_back_chigire_all
20260203-27-09,2026-02-03,京王閣,9,245-24-2347,245,24,2347,BUY,10,0.143532389491,B,False,2-4-6,10.0,0.0,-10.0,8.0,0.2775,0.279658076334,day,7,s,line_break_back_chigire_all
20260203-37-06,2026-02-03,伊東,6,125-12-1234,125,12,1234,BUY,10,0.157959208614,B,True,1-2-3,10.0,4.2,-5.8,10.0,0.3365,0.391475511945,midnight,7,non_s,line_break_back_chigire_all
20260203-43-02,2026-02-03,岐阜,2,123-12-1234,123,12,1234,BUY,8,0.213135670142,A,False,3-4-1,8.0,0.0,-8.0,13.0,0.5,0.393050023343,night,5,non_s,line_break_back_chigire_all
20260203-44-01,2026-02-03,大垣,1,146-16-1246,146,16,1246,BUY,8,0.140070722509,B,False,1-5-3,8.0,0.0,-8.0,8.0,0.4843,0.32036623019,day,6,non_s,line_break_back_chigire_all
20260203-55-11,2026-02-03,和歌山,11,127-17-1457,127,17,1457,BUY,10,0.150323798492,B,False,2-4-7,10.0,0.0,-10.0,10.0,0.4708,0.26001982625,day,7,s,line_break_back_chigire_all
20260203-62-03,2026-02-03,広島,3,357-35-1235,357,35,1235,BUY,10,0.17049117184,B,False,3-5-7,10.0,0.0,-10.0,19.0,0.34,0.301264250284,day,7,non_s,line_break_back_chigire_all
20260203-62-10,2026-02-03,広島,10,124-12-1245,124,12,1245,BUY,8,0.143467398477,B,False,1-5-2,8.0,0.0,-8.0,16.0,0.3417,0.445106607766,night,7,non_s,line_break_back_chigire_all
20260203-83-03,2026-02-03,久留米,3,124-12-1235,124,12,1235,BUY,10,0.163679663135,B,False,1-6-7,10.0,0.0,-10.0,10.0,0.4637,0.351978155498,night,7,non_s,line_break_back_chigire_all
20260204-26-06,2026-02-04,西武園,6,123-12-1245,123,12,1245,BUY,10,0.140298930541,B,False,1-2-7,10.0,0.0,-10.0,15.0,0.309,0.278079980379,midnight,7,non_s,line_break_back_chigire_all
20260204-27-03,2026-02-04,京王閣,3,125-17-1257,125,17,1257,BUY,10,0.165502471778,B,False,1-4-2,10.0,0.0,-10.0,8.0,0.2325,0.299939670968,day,7,non_s,line_break_back_chigire_all
20260204-31-04,2026-02-04,松戸,4,234-34-2347,234,34,2347,BUY,8,0.139872870434,B,True,3-4-2,8.0,10.9,2.9000000000000004,12.0,0.4042,0.349176534537,night,7,non_s,line_break_back_chigire_all
20260204-31-10,2026-02-04,松戸,10,257-25-1235,257,25,1235,BUY,10,0.140111831601,B,True,5-2-3,10.0,4.7,-5.3,8.0,0.33,0.250599743468,night,7,s,line_break_back_chigire_all
20260204-61-07,2026-02-04,玉野,7,123-12-1245,123,12,1245,BUY,10,0.151959675121,B,False,3-4-5,10.0,0.0,-10.0,16.0,0.4025,0.301867632518,midnight,7,non_s,line_break_back_chigire_all
20260204-62-08,2026-02-04,広島,8,345-35-1357,345,35,1357,BUY,10,0.145049667872,B,True,5-3-7,10.0,4.7,-5.3,12.0,0.5503,0.275333654908,night,7,non_s,line_break_back_chigire_all
20260204-62-09,2026-02-04,広島,9,245-45-2457,245,45,2457,BUY,8,0.146516566654,B,False,7-4-5,8.0,0.0,-8.0,10.0,0.486,0.355742238925,night,7,non_s,line_break_back_chigire_all
20260205-27-03,2026-02-05,京王閣,3,135-35-2357,135,35,2357,BUY,10,0.165711958244,B,False,2-6-5,10.0,0.0,-10.0,12.0,0.472,0.269607543267,day,7,non_s,line_break_back_chigire_all
20260205-27-07,2026-02-05,京王閣,7,245-45-2457,245,45,2457,BUY,8,0.161491504116,B,False,4-2-1,8.0,0.0,-8.0,16.0,0.4515,0.309503464874,day,7,s,line_break_back_chigire_all
20260205-62-02,2026-02-05,広島,2,257-57-1457,257,57,1457,BUY,10,0.167752191827,B,False,7-4-5,10.0,0.0,-10.0,24.0,0.5298,0.305629125603,day,7,non_s,line_break_back_chigire_all
20260205-62-07,2026-02-05,広島,7,127-13-1237,127,13,1237,BUY,10,0.149957648867,B,False,5-1-2,10.0,0.0,-10.0,16.0,0.479,0.422146048075,night,7,non_s,line_break_back_chigire_all
20260205-62-08,2026-02-05,広島,8,137-17-1247,137,17,1247,BUY,10,0.149766697372,B,True,1-7-2,10.0,138.3,128.3,10.0,0.3003,0.311512749696,night,7,non_s,line_break_back_chigire_all
20260205-73-03,2026-02-05,小松島,3,134-13-1357,134,13,1357,BUY,10,0.16258855048,B,False,4-1-6,10.0,0.0,-10.0,20.0,0.2828,0.303271663226,morning,7,non_s,line_break_back_chigire_all
20260205-73-06,2026-02-05,小松島,6,157-15-1235,157,15,1235,BUY,10,0.157127303348,B,True,5-1-3,10.0,4.1,-5.9,10.0,0.3282,0.307067838169,morning,7,non_s,line_break_back_chigire_all
20260205-87-02,2026-02-05,熊本,2,234-34-1345,234,34,1345,BUY,10,0.180168743505,A,False,2-5-3,10.0,0.0,-10.0,8.0,0.4637,0.294485040492,morning,6,non_s,line_break_back_chigire_all
20260205-87-03,2026-02-05,熊本,3,125-12-1245,125,12,1245,BUY,8,0.150380931186,B,False,4-6-2,8.0,0.0,-8.0,8.0,0.3937,0.30455766865,morning,6,non_s,line_break_back_chigire_all
20260206-73-01,2026-02-06,小松島,1,123-23-2345,123,23,2345,BUY,10,0.139443472328,B,False,3-5-6,10.0,0.0,-10.0,10.0,0.396,0.26704343776,morning,7,non_s,line_break_back_chigire_all
